file,cost,domain,explainations,heuristic,llm,maxNodes,maxPlanLength,nodeResultDirectory,nodesExpanded,nodesVisited,plan,planFound,promptVersion,saveNodeResults,search,useCache,utility
2026-03-11_13-38-07-751_gramma_win_chatgpt-5-mini_.json,plan-length,gramma_win,"[""The hero wants to be at the cottage carrying the medicine but believes the merchant has the medicine at the market, so walking from the cottage to the crossroads is a rational first step toward reaching the market to obtain the medicine."", ""The hero believes the merchant is at the market and has the medicine and that he has a coin, so walking to the market moves him toward acquiring the medicine needed to achieve his goal of being at the cottage with it."", ""The hero believes the merchant has the medicine and that he has a coin, so buying the medicine directly advances his goal of being at the cottage carrying it."", ""The hero wants to be at the cottage carrying the medicine, and walking from the market to the crossroads is the next required step on the path toward the cottage."", ""The hero believes they are at the crossroads carrying the medicine and walking to the cottage directly advances their goal of being at the cottage with the medicine.""]",rp,chatgpt-5-mini,5000,7,output/gramma_win/2026-03-11_13-38-07-751/chatgpt-5-mini/,975,260,"[""walk(Tom, Cottage, Crossroads)"", ""walk(Tom, Crossroads, Market)"", ""buy(Tom, Medicine, TomCoin, Market)"", ""walk(Tom, Market, Crossroads)"", ""walk(Tom, Crossroads, Cottage)""]",True,v1.7,True,best-first,True,2
2026-03-11_13-38-08-054_lovers_chatgpt-5-mini_.json,plan-length,lovers,"[""Casey believes Blake is in the bathroom and wants the jewelry that Blake has, so moving to the bathroom lets Casey try to obtain the jewelry."", ""Blake has the jewelry and Casey has the flowers and Blake believes Casey wants the jewelry while Alex wants the flowers, so trading jewelry for flowers in the bathroom would give Casey what they want and give Blake the flowers he can use to make Alex happy."", ""Alex believes Blake is in the bathroom and believes the jewelry are with Blake and that Casey wants the jewelry, so Alex would go to the bathroom to try to get the jewelry to make Casey happy."", ""Blake believes Alex wants the flowers and is in the same room holding them, so giving the flowers to Alex would make Alex happy, which Blake wants.""]",rp,chatgpt-5-mini,5000,7,output/lovers/2026-03-11_13-38-08-054/chatgpt-5-mini/,86,15,"[""move(C3, R22, R12)"", ""trade(C2, I3, C3, I1, R12)"", ""move(C1, R11, R12)"", ""give(C2, I1, C1, R12)""]",True,v1.7,True,best-first,True,1
2026-03-11_13-38-08-458_space_four_chatgpt-5-mini_.json,plan-length,space_four,"[""Zoe believes the surface is safe and can teleport there from the ship, so going to the surface is a plausible, safe step toward exploring and pursuing friendships."", ""Zoe believes the lizard is in the cave and wants to make friends, so walking to the cave would let her meet the lizard and attempt friendship while the planet is safe."", ""Zoe believes the surface is safe and she wants to be healthy and safe, so walking from the cave to the surface moves her to a location she believes will keep her safe."", ""Zoe believes the Lizard is at the cave and wants to make friends, so walking to the cave will put her in the same location to meet the Lizard."", ""The lizard wants to make friends and is co-located with Zoe while they are not fighting, so making peace would help it form a friendship and increase safety."", ""The lizard believes the surface is safe and it wants to stay healthy and safe and make friends, so walking to the surface moves it to a place it believes is safe and could help it meet others."", ""Zoe believes the lizard is at the surface and that the surface is safe, so walking there would reunite her with the lizard and help her make friends while staying safe.""]",rp,chatgpt-5-mini,5000,7,output/space_four/2026-03-11_13-38-08-458/chatgpt-5-mini/,146,79,"[""teleport_from_ship(Zoe, Ship, Surface)"", ""walk(Zoe, Surface, Cave)"", ""walk(Zoe, Cave, Surface)"", ""walk(Zoe, Surface, Cave)"", ""make_peace(Lizard, Zoe, Cave)"", ""walk(Lizard, Cave, Surface)"", ""walk(Zoe, Cave, Surface)""]",False,v1.7,True,best-first,True,4
2026-03-11_13-38-09-738_space_all_chatgpt-5-mini_.json,plan-length,space_all,"[""Zoe believes the surface is safe and wants to make friends, so teleporting to the surface is a feasible way to move toward meeting others while keeping herself safe."", ""The Lizard believes Zoe is on the surface and wants to make friends, so walking to the surface lets it meet Zoe to pursue friendship."", ""The Lizard believes Zoe is at the surface and that they are enemies, so attacking could be seen as a way to neutralize a perceived threat and protect its safety."", ""Zoe can walk from the surface to the cave and, since leaving the fight's location ends the fight, moving to the cave would stop the fight and help keep Zoe safe."", ""The lizard believes Zoe is at the cave, so walking to the cave would let it encounter Zoe and either attempt friendship or resolve their enmity, which could help it pursue safety and making friends."", ""The lizard believes both are at the cave and that the surface is safe, and since it wants to make friends and stay healthy and safe, making peace with Zoe would advance its goals."", ""Zoe believes the surface is safe and wants to be healthy and make friends, so walking to the surface is a safe way for her to meet others."", ""The lizard believes Zoe is on the surface and that they are friends, so walking to the surface would let it reunite with Zoe and strengthen their friendship, advancing its goal to be safe and make friends.""]",rp,chatgpt-5-mini,5000,8,output/space_all/2026-03-11_13-38-09-738/chatgpt-5-mini/,347,203,"[""teleport_from_ship(Zoe, Ship, Surface)"", ""walk(Lizard, Cave, Surface)"", ""attack(Lizard, Zoe, Surface)"", ""walk(Zoe, Surface, Cave)"", ""walk(Lizard, Surface, Cave)"", ""make_peace(Lizard, Zoe, Cave)"", ""walk(Zoe, Cave, Surface)"", ""walk(Lizard, Cave, Surface)""]",False,v1.7,True,best-first,True,5
2026-03-11_13-38-10-217_deerhunter_any_chatgpt-5-mini_.json,plan-length,deerhunter_any,"[""Bubba believes the rifle is at the house and, wanting to be alive, reasonably believes picking it up will help him protect himself."", ""Bambi believes the rifle and ammunition are at the house, so going to the bank (away from the armed human at the house) is a move it can believe will increase its chance of staying alive."", ""Bubba believes the ammunition is at the house and he is at the house, so picking it up is a feasible way to increase his defensive resources and help him stay alive."", ""Bambi wants to be alive and is currently at the bank with the clerk present, so returning to the forest plausibly reduces risky human contact and advances its survival goal."", ""Bubba believes he already has the rifle and the ammunition, and loading the rifle is a reasonable way to prepare to protect himself and thus stay alive."", ""Bambi believes the rifle and ammunition are at the house, so going from the forest to the bank moves Bambi away from the known location of weapons and thus better protects Bambi's goal of staying alive."", ""Bambi wants to be alive and believes the rifle and ammunition are at the house, so returning from the bank to the forest (away from where the weapons are believed to be) is a rational move to preserve its life."", ""Bambi has previously moved between the forest and the bank and believes the rifle and ammunition are at the house (not the bank), so going to the bank seems possible and safe and therefore consistent with Bambi's goal of staying alive.""]",rp,chatgpt-5-mini,5000,8,output/deerhunter_any/2026-03-11_13-38-10-217/chatgpt-5-mini/,19,18,"[""pickup(Bubba, Rifle, House)"", ""go(Bambi, Forest, Bank)"", ""pickup(Bubba, Ammo, House)"", ""go(Bambi, Bank, Forest)"", ""load(Bubba, Rifle, Ammo)"", ""go(Bambi, Forest, Bank)"", ""go(Bambi, Bank, Forest)"", ""go(Bambi, Forest, Bank)""]",False,v1.7,True,best-first,True,1
2026-03-11_13-38-11-483_raiders_chatgpt-5-mini_.json,plan-length,raiders,"[""Indiana travels to Tanis because he believes the Ark is at Tanis and the Nazis are there, so going to Tanis lets him try to secure the Ark for the U.S. Army."", ""Indiana believes the Ark is at Tanis and that the Nazis are there, so digging it up would let him secure the Ark before the Nazis can and thereby enable him to get it to the U.S. Army."", ""The Nazis, who are armed and believe Indiana has the Ark and that the Ark is not dangerous, rationally try to take the Ark from Indiana by force to obtain it and pursue immortality."", ""The Nazis believe the Ark is not dangerous and that opening it would grant immortality, so opening it appears to be a direct way to achieve their goal."", ""The U.S. Army believes Indiana and the Nazis are at Tanis and wants the Ark, so traveling to Tanis moves them to where the likely holders are to recover or seize the Ark."", ""The U.S. Army is armed, is at Tanis and believes the Nazis there have the Ark, and since an armed character can take an item by force, seizing the Ark would directly further their goal of acquiring it.""]",rp,chatgpt-5-mini,5000,9,output/raiders/2026-03-11_13-38-11-483/chatgpt-5-mini/,17,9,"[""travel(Jones, USA, Tanis)"", ""dig(Jones, Ark, Tanis)"", ""take(Nazis, Ark, Jones, Tanis)"", ""open(Nazis, Ark, Tanis)"", ""travel(USArmy, USA, Tanis)"", ""take(USArmy, Ark, Nazis, Tanis)""]",True,v1.7,True,best-first,True,1
2026-03-11_13-38-14-021_hospital_any_llama-8b_.json,plan-length,hospital_any,"[""Jones believes walking to an exam room will help Jones become healthy, which aligns with Jones' goal of being alive and healthy."", ""Dr. Hathaway believes that admitting Jones to Patient Room A will allow them to assess Jones, who is experiencing Fever, and potentially treat them."", ""Dr. Hathaway believes that treating Jones with antibiotics will cure Jones' disease, which is a goal for Dr. Hathaway.""]",rp,llama-8b,5000,6,output/hospital_any/2026-03-11_13-38-14-021/llama-8b/,18,3,"[""walk(Jones, Admissions, PatientRoomA)"", ""admit(Hathaway, Jones, PatientRoomA)"", ""treat(Hathaway, Jones, TreatmentA, PatientRoomA)""]",True,v1.7,True,best-first,True,1
2026-03-11_13-38-15-100_jailbreak_lose_llama-8b_.json,plan-length,jailbreak_lose,"[""The prisoners need to rest, and going to sleep is a necessary action."", ""Roy believes doing chores is a daily routine and will help him avoid punishment."", ""The bully believes that going to the gym is a way to spend time and achieve his goal of being in the gym."", ""Roy wants to have a set of civilian clothes, and stealing them from the laundry room would achieve this goal."", ""Roy believes going to the hall will allow him to move around the prison and potentially interact with other characters."", ""Roy believes that being thwarted in the hall will resolve uncertainty blocking his goal of being alive, as he will be killed and his goal will be achieved.""]",rp,llama-8b,5000,6,output/jailbreak_lose/2026-03-11_13-38-15-100/llama-8b/,1396,303,"[""next_day()"", ""chores(Roy, Laundry)"", ""recreation(Bully, Gym)"", ""steal(Roy, Clothes, Laundry)"", ""go(Roy, Hall)"", ""thwart(Roy, Hall)""]",True,v1.7,True,best-first,True,1
2026-03-11_13-38-17-823_gramma_win_llama-8b_.json,plan-length,gramma_win,"[""The merchant believes that being at the crossroads will allow her to see the hero and the bandit, which will help her achieve her goal of getting as many coins as she can without becoming a criminal."", ""The merchant believes she is at the crossroads and wants to be at the cottage, so walking to the cottage makes sense."", ""The hero believes the merchant has the medicine and wants to be at the cottage with the medicine, so buying the medicine from the merchant makes sense.""]",rp,llama-8b,5000,7,output/gramma_win/2026-03-11_13-38-17-823/llama-8b/,70,14,"[""walk(Merchant, Market, Crossroads)"", ""walk(Merchant, Crossroads, Cottage)"", ""buy(Tom, Medicine, TomCoin, Cottage)""]",True,v1.7,True,best-first,True,2
2026-03-11_13-38-19-242_lovers_llama-8b_.json,plan-length,lovers,"[""Alex believes that Blake is in the bathroom and wants to be happy, so moving to the bathroom makes sense."", ""Blake believes that giving jewelry to Alex will not help achieve the goal of getting chocolates, and might even make it harder to get chocolates."", ""Alex believes that moving to the living room will allow Alex to see Casey and potentially get the flowers."", ""Alex believes that trading jewelry with Casey will give them the flowers they want.""]",rp,llama-8b,5000,7,output/lovers/2026-03-11_13-38-19-242/llama-8b/,221,26,"[""move(C1, R11, R12)"", ""give(C2, I3, C1, R12)"", ""move(C1, R12, R22)"", ""trade(C1, I3, C3, I1, R22)""]",True,v1.7,True,best-first,True,1
2026-03-11_13-38-20-530_fantasy_two_llama-8b_.json,plan-length,fantasy_two,"[""Talia proposes to Rory because Talia believes they are at the village and can form a romantic relationship with Rory to increase their happiness and wealth."", ""Talia travels from the village to the cave because Talia believes the treasure is at the cave and it's a way to achieve wealth."", ""Rory travels from the village to the cave because Rory believes Talia is at the cave and wants to be happy and wealthy, and traveling to the cave might allow them to achieve this goal."", ""Rory accepts Talia's proposal because Rory believes Talia proposed to them and Rory believes being married would make them happy."", ""Talia picks up the treasure because Talia believes the treasure is at the cave and Talia wants to be wealthy."", ""Talia and Rory get married because Rory believes they are at the cave and can accept Talia's proposal.""]",rp,llama-8b,5000,7,output/fantasy_two/2026-03-11_13-38-20-530/llama-8b/,11062,1901,"[""propose(Talia, Rory, Village)"", ""travel(Talia, Village, Cave)"", ""travel(Rory, Village, Cave)"", ""accept(Rory, Talia, Cave)"", ""pickup(Talia, Treasure, Cave)"", ""marry(Talia, Rory, Cave)""]",True,v1.7,True,best-first,True,2
2026-03-11_13-38-33-657_space_four_llama-8b_.json,plan-length,space_four,"[""Zoe believes that teleporting from the ship to the surface will allow her to explore the planet and potentially make friends with the Lizard."", ""The lizard believes that walking from the cave to the surface will allow them to confront Zoe, which aligns with their goal of being healthy and safe and making friends with other creatures."", ""The lizard believes that making peace with Zoe will help her achieve her goal of making friends with other creatures."", ""Both Zoe and the lizard believe that the surface beginning to erupt will pose a danger to their health and safety, and they will need to respond to this perceived danger."", ""Zoe believes that teleporting to the ship from the surface will allow her to escape the danger on the surface."", ""The lizard believes that the surface is erupting and wants to be safe, so waiting for the eruption to finish would put the lizard in harm's way, making this action not make sense.""]",rp,llama-8b,5000,7,output/space_four/2026-03-11_13-38-33-657/llama-8b/,123,44,"[""teleport_from_ship(Zoe, Ship, Surface)"", ""walk(Lizard, Cave, Surface)"", ""make_peace(Lizard, Zoe, Surface)"", ""begin_erupt(Surface)"", ""teleport_to_ship(Zoe, Surface, Ship)"", ""erupt(Surface)""]",True,v1.7,True,best-first,True,4
2026-03-11_13-38-34-699_space_all_llama-8b_.json,plan-length,space_all,"[""Zoe believes that teleporting from the ship to the surface will allow her to explore the planet and potentially make friends with the Lizard."", ""The lizard believes that walking from the cave to the surface will allow them to confront Zoe, which aligns with their goal of being healthy and safe and making friends with other creatures."", ""The lizard believes that making peace with Zoe will help her achieve her goal of making friends with other creatures."", ""Both Zoe and the lizard believe that the surface beginning to erupt will pose a danger to their health and safety, and they will need to respond to this perceived danger."", ""Zoe believes that teleporting to the ship from the surface will allow her to escape the danger on the surface."", ""The lizard believes that the surface is erupting and wants to be safe, so waiting for the eruption to finish would put the lizard in harm's way, making this action not make sense.""]",rp,llama-8b,5000,8,output/space_all/2026-03-11_13-38-34-699/llama-8b/,123,44,"[""teleport_from_ship(Zoe, Ship, Surface)"", ""walk(Lizard, Cave, Surface)"", ""make_peace(Lizard, Zoe, Surface)"", ""begin_erupt(Surface)"", ""teleport_to_ship(Zoe, Surface, Ship)"", ""erupt(Surface)""]",True,v1.7,True,best-first,True,5
2026-03-11_13-38-35-770_deerhunter_any_llama-8b_.json,plan-length,deerhunter_any,"[""Bubba believes the rifle is at the house and wants to be alive, so picking up the rifle would provide a means of self-defense and move him closer to his goal."", ""Bubba believes the ammunition is at the house and wants to be alive, so picking up the ammunition would help him achieve his goal of being alive."", ""Bubba has the ammunition and the rifle, so loading the ammunition into the rifle would help Bubba prepare for a potential action."", ""Bambi believes that the clerk has 1 money, so going from the forest to the bank would help Bambi resolve uncertainty about the clerk's money."", ""Bubba believes that the clerk has 1 money and wants to have 0 money, so going from the house to the bank makes sense."", ""Bubba wants to have 0 money, and stealing money from the clerk at gunpoint would give Bubba money.""]",rp,llama-8b,5000,8,output/deerhunter_any/2026-03-11_13-38-35-770/llama-8b/,70,13,"[""pickup(Bubba, Rifle, House)"", ""pickup(Bubba, Ammo, House)"", ""load(Bubba, Rifle, Ammo)"", ""go(Bambi, Forest, Bank)"", ""go(Bubba, House, Bank)"", ""steal(Bubba, Clerk, Rifle, Bank)""]",True,v1.7,True,best-first,True,1
2026-03-11_13-38-36-775_jailbreak_escape_llama-8b_.json,plan-length,jailbreak_escape,"[""Ernest believes going to the hall will allow him to move around and potentially interact with the bully."", ""Ernest wants to be alive and avoid threats, and sneaking through the vent to the highway could be a way to escape."", ""Ernest believes going to the hall will allow him to move around the prison."", ""Ernest believes being in the hall will allow him to move around and potentially achieve his goals, so going to the hall makes sense."", ""Ernest wants to be alive and not threatened, and locking the gym door could help prevent the bully from killing him."", ""The prisoners believe going to sleep will allow them to rest and potentially wake up to a new day with new opportunities, so going to sleep and waking up the next day makes sense."", ""Roy believes going to the hall will allow him to move around and potentially interact with Ernest.""]",rp,llama-8b,5000,8,output/jailbreak_escape/2026-03-11_13-38-36-775/llama-8b/,21576,5000,"[""go(Ernest, Hall)"", ""vent(Ernest, Highway)"", ""go(Ernest, Hall)"", ""go(Ernest, Hall)"", ""vent(Ernest, Highway)"", ""next_day()"", ""go(Roy, Hall)""]",False,v1.7,True,best-first,True,3
2026-03-11_13-38-52-404_raiders_llama-8b_.json,plan-length,raiders,"[""The U.S. Army believes the Nazis are at Tanis and wants to have the Ark, so traveling to Tanis makes sense"", ""The Nazis believe the Ark is at Tanis and they want to be immortal, so digging it up makes sense."", ""Indiana Jones believes the Ark is at Tanis and wants the US Army to have it, so traveling to Tanis makes sense"", ""The Nazis believe the Ark is not dangerous, so opening it makes sense for them."", ""The U.S. Army believes the Nazis have the Ark and wants to have it, so taking the Ark from the Nazis makes sense.""]",rp,llama-8b,5000,9,output/raiders/2026-03-11_13-38-52-404/llama-8b/,19,6,"[""travel(USArmy, USA, Tanis)"", ""dig(Nazis, Ark, Tanis)"", ""travel(Jones, USA, Tanis)"", ""open(Nazis, Ark, Tanis)"", ""take(USArmy, Ark, Nazis, Tanis)""]",True,v1.7,True,best-first,True,1
2026-03-11_13-38-53-310_basketball_both_llama-8b_.json,plan-length,basketball_both,"[""Bob believes Bob is at Bob's house and wants everyone to be happy, so traveling from Bob's house to the basketball court might help Bob achieve his goal."", ""The detective believes the detective is downtown and wants to search for clues, so traveling from downtown to the basketball court makes sense."", ""Alice believes she is downtown and wants to go somewhere, so traveling from downtown to the basketball court makes sense."", ""Charlie believes Alice is at the basketball court and wants Alice to be dead, so traveling from downtown to the basketball court makes sense."", ""Alice believes Bob has the basketball and wants to take it, so stealing the basketball from Bob makes sense."", ""Alice and Charlie play basketball and feel better, which aligns with Alice's goal of being happy and Bob's goal of everyone being happy."", ""The detective believes Alice has the basketball and wants to search for clues, so suspecting Alice of theft makes sense."", ""The detective believes Alice has the basketball and suspects her of theft, so arresting Alice for theft makes sense.""]",rp,llama-8b,5000,9,output/basketball_both/2026-03-11_13-38-53-310/llama-8b/,17354,2118,"[""travel(Bob, HomeB, BasketballCourt)"", ""travel(Sherlock, Downtown, BasketballCourt)"", ""travel(Alice, Downtown, BasketballCourt)"", ""travel(Charlie, Downtown, BasketballCourt)"", ""steal(Alice, Bob, Basketball, BasketballCourt)"", ""play_basketball(Alice, Charlie, BasketballCourt)"", ""suspect_of_crime(Sherlock, Alice, Theft, Basketball, BasketballCourt)"", ""arrest(Sherlock, Alice, BasketballCourt, Theft)""]",True,v1.7,True,best-first,True,2
2026-03-23_11-56-04-552_aladdin_both_random_.json,plan-length,aladdin_both,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,13,output/aladdin_both/2026-03-23_11-56-04-552/random/,90524,5000,"[""summon(Dragon, Genie, Lamp, Mountain)"", ""love_spell(Genie, Jasmine, Aladdin)"", ""fall_in_love(Jasmine, Jafar, Castle)"", ""love_spell(Genie, Aladdin, Jafar)"", ""slay(Dragon, Genie, Mountain)""]",False,v1.8,True,best-first,True,2
2026-03-23_14-07-50-541_aladdin_any_llama-8b_.json,plan-length,aladdin_any,"[""The dragon believes it has the magic lamp, so summoning the genie from it makes sense."", ""Aladdin travels from the castle to the mountain because Aladdin believes the dragon is at the mountain and Aladdin wants to be married to someone he loves."", ""The genie travels from the mountain to the castle because the genie believes the dragon is alive and the genie is at the mountain."", ""Jafar slays the genie, which makes sense because Jafar believes the genie is at the castle and wants to eliminate a potential threat.""]",rp,llama-8b,5000,9,output/aladdin_any/2026-03-23_14-07-50-541/llama-8b/,147,17,"[""summon(Dragon, Genie, Lamp, Mountain)"", ""travel(Aladdin, Castle, Mountain)"", ""travel(Genie, Mountain, Castle)"", ""slay(Jafar, Genie, Castle)""]",True,v1.8,True,best-first,True,1
2026-03-24_00-44-33-464_bribery_llama-8b_.json,plan-length,bribery,"[""The villain steals Money from the bank because the villain wants to have Money and it is available in the bank."", ""The villain bribes the President with Money because the villain wants the President to not have control over the villain.""]",rp,llama-8b,5000,4,output/bribery/2026-03-24_00-44-33-464/llama-8b/,8,2,"[""steal(Villain, Money, Bank)"", ""bribe(Villain, President, Money)""]",True,v1.8,True,best-first,True,1
2026-03-24_00-44-33-495_basketball_any_random_.json,plan-length,basketball_any,"[""This is a random selection"", ""This is a random selection"", ""This is a random selection""]",rp,random,5000,5,output/basketball_any/2026-03-24_00-44-33-495/random/,1798,137,"[""travel(Bob, HomeB, BasketballCourt)"", ""travel(Alice, Downtown, BasketballCourt)"", ""play_basketball(Bob, Alice, BasketballCourt)""]",True,v1.8,True,best-first,True,1
