file,cost,domain,explainations,heuristic,llm,maxNodes,maxPlanLength,nodeResultDirectory,nodesExpanded,nodesVisited,plan,planFound,promptVersion,saveNodeResults,search,useCache,utility
2026-03-07_06-54-33-817_secretagent_llama-8b_.json,plan-length,secretagent,"[""The secret agent believes the papers are at the dropbox and moving to the dropbox would allow them to retrieve the papers."", ""The mastermind believes the gun is unknown and finding it in the office would resolve uncertainty and potentially allow them to use it to achieve their goal."", ""The secret agent believes the papers are at the dropbox and wants to get them, so picking up the papers makes sense."", ""The secret agent believes that moving from the dropbox to the courtyard will help them get closer to the mastermind, who they believe is at the lobby."", ""The secret agent believes that moving from the courtyard to the lobby will help them achieve their goal of getting closer to the mastermind."", ""The secret agent believes that moving to the office will allow them to get the gun, which is necessary to kill the mastermind."", ""The secret agent believes that picking up the gun will help them achieve their goal of killing the mastermind."", ""The secret agent believes that killing the mastermind will help the secret agent achieve their goal of the mastermind being dead.""]",rp,llama-8b,5000,10,output/secretagent/2026-03-07_06-54-33-817/llama-8b/,67,38,"[""move(SecretAgent, Headquarters, Dropbox)"", ""find(Mastermind, Gun, Office)"", ""pickup(SecretAgent, Papers, Dropbox)"", ""move(SecretAgent, Dropbox, Courtyard)"", ""move(SecretAgent, Courtyard, Lobby)"", ""move(SecretAgent, Lobby, Office)"", ""pickup(SecretAgent, Gun, Office)"", ""kill(SecretAgent, Mastermind, Gun, Office)""]",True,v1.4,True,best-first,True,1
2026-03-07_22-04-20-269_basketball_any_chatgpt-5-mini_.json,plan-length,basketball_any,"[""The detective is downtown, believes Bob is at Bob's house, and wants to search and arrest, so traveling to Bob's house lets him search that unsearched location."", ""Alice believes Bob (who has the basketball) and the detective are at Bob's house, so going there could let her play and become happy or remove herself from Charlie."", ""Bob wants everyone to be happy and believes he has the basketball at his house, so traveling to the basketball court would let him play and try to make others (including Alice) feel better."", ""Alice believes Bob is at the basketball court and playing basketball can relieve anger, so traveling there could help her become happy."", ""Bob and Alice are both at the basketball court and believe Bob has the basketball, so playing basketball is a plausible way for them to feel better and achieve Alice's and Bob's goals of happiness.""]",rp,chatgpt-5-mini,5000,5,output/basketball_any/2026-03-07_22-04-20-269/chatgpt-5-mini/,564,134,"[""travel(Sherlock, Downtown, HomeB)"", ""travel(Alice, Downtown, HomeB)"", ""travel(Bob, HomeB, BasketballCourt)"", ""travel(Alice, HomeB, BasketballCourt)"", ""play_basketball(Bob, Alice, BasketballCourt)""]",True,v1.4,True,best-first,True,1
2026-03-07_22-04-22-661_jailbreak_lose_chatgpt-5-mini_.json,plan-length,jailbreak_lose,"[""Stealing the cigarettes directly achieves Ernest’s goal of having the pack, even though it will provoke the bully."", ""Ernest would move to the laundry room (where the clothes are) by doing chores there, bringing him closer to obtaining the civilian clothes and thus a way to reduce his vulnerability to the bully."", ""Ernest currently has the cigarettes he stole, and the rules state prison guards can confiscate an item from a main character and punish them by sending them to clean the gym, so a guard confiscating the cigarettes and sending him to the gym is a plausible response."", ""The bully wants to spend time in the gym and is currently in the cells, so going to the gym directly advances his stated goal and allows him to act on his threats or get recreation."", ""The bully believes Ernest is in the gym and wants to kill people he has threatened, so killing Ernest in the gym directly advances the bully's stated goal.""]",rp,chatgpt-5-mini,5000,6,output/jailbreak_lose/2026-03-07_22-04-22-661/chatgpt-5-mini/,293,76,"[""steal(Ernest, Cigarettes, Cells)"", ""chores(Ernest, Laundry)"", ""confiscate(Ernest, Cigarettes, Laundry, Gym)"", ""recreation(Bully, Gym)"", ""kill(Bully, Ernest, Gym)""]",True,v1.4,True,best-first,True,1
2026-03-07_22-04-22-963_fantasy_two_chatgpt-5-mini_.json,plan-length,fantasy_two,"[""Talia believes the treasure is at the cave, so traveling there would let her access and pick it up to become wealthy."", ""Gargax believes Vince has the money at the village and wants to be wealthy and not hungry, so traveling to the village positions him to access Vince and his money (or eat him)."", ""Talia believes the treasure is at the cave and picking it up would directly increase her wealth, advancing her goal."", ""Gargax believes Vince is at the village and has the money, so becoming hungry would motivate him to eat a nearby human and then take the money to become not hungry and wealthy."", ""Gargax believes Vince is alive and at the village and is currently hungry, so eating Vince would satisfy his hunger."", ""Talia believes Vince has the money at the village, so traveling there could let her obtain that money and increase her wealth to satisfy her goal."", ""Talia believes Vince has the money and is at the village, so taking it would increase her wealth.""]",rp,chatgpt-5-mini,5000,7,output/fantasy_two/2026-03-07_22-04-22-963/chatgpt-5-mini/,4159,1078,"[""travel(Talia, Village, Cave)"", ""travel(Gargax, Cave, Village)"", ""pickup(Talia, Treasure, Cave)"", ""get_hungry(Gargax)"", ""eat(Gargax, Vince, Village)"", ""travel(Talia, Cave, Village)"", ""take(Talia, Money, Vince, Village)""]",True,v1.4,True,best-first,True,2
2026-03-07_22-04-23-786_gramma_win_chatgpt-5-mini_.json,plan-length,gramma_win,"[""The hero believes the merchant has the medicine and is at the market, so walking from the cottage to the crossroads moves him toward the market to obtain the medicine and achieve his goal of being at the cottage carrying it."", ""The hero believes the merchant (who has the medicine) is at the market and the hero has a coin to buy it, so walking to the market moves him toward obtaining the medicine he needs to later be at the cottage carrying it."", ""The hero believes the merchant has the medicine and the hero has a coin, so buying the medicine legally from the merchant will let him carry the medicine toward his goal of being at the cottage with it."", ""The hero wants to be at the cottage carrying the medicine and is currently at the market, so walking to the crossroads moves him along the known path toward the cottage while keeping the medicine."", ""The hero wants to be at the cottage carrying the medicine and believes he is at the crossroads with the medicine, so walking to the cottage directly advances his goal.""]",rp,chatgpt-5-mini,5000,7,output/gramma_win/2026-03-07_22-04-23-786/chatgpt-5-mini/,545,150,"[""walk(Tom, Cottage, Crossroads)"", ""walk(Tom, Crossroads, Market)"", ""buy(Tom, Medicine, TomCoin, Market)"", ""walk(Tom, Market, Crossroads)"", ""walk(Tom, Crossroads, Cottage)""]",True,v1.4,True,best-first,True,2
2026-03-07_22-04-23-807_lovers_chatgpt-5-mini_.json,plan-length,lovers,"[""Casey believes Blake is in the bathroom and does not know where the jewelry are, so going to the bathroom is a rational move to find Blake and obtain the jewelry."", ""Blake believes Casey has the flowers and that Casey wants jewelry, so trading Blake's jewelry for Casey's flowers would let Blake obtain flowers he can then give to Alex, whom Blake wants to make happy."", ""Alex believes the jewelry are with Blake and wants Casey to be happy, so going to the bathroom is a rational step to retrieve the jewelry to give to Casey."", ""Blake believes Alex wants the flowers and wants Alex to be happy, so giving the flowers to Alex in the bathroom would directly make Alex happy.""]",rp,chatgpt-5-mini,5000,7,output/lovers/2026-03-07_22-04-23-807/chatgpt-5-mini/,161,36,"[""move(C3, R22, R12)"", ""trade(C2, I3, C3, I1, R12)"", ""move(C1, R11, R12)"", ""give(C2, I1, C1, R12)""]",True,v1.4,True,best-first,True,1
2026-03-07_22-04-24-339_space_four_chatgpt-5-mini_.json,plan-length,space_four,"[""Zoe believes the surface is safe and that the Lizard is on the planet, so teleporting to the surface lets her approach the planet and then walk to the cave to try to meet and befriend the Lizard while remaining safe."", ""Zoe believes the Lizard is at the cave and, wanting to make friends, walking to the cave would put her in the same location as the Lizard so she can try to befriend it."", ""The lizard is the guardian of the surface and believes the surface is safe, so walking from the cave to the surface lets it be where it guards and helps it keep the planet and itself safe."", ""The lizard believes Zoe is in the cave and that the surface is safe, so walking to the cave could let it meet Zoe to try to make friends while staying safe."", ""Zoe wants to make friends and they are not currently fighting, so making peace is a viable way for her to pursue friendship."", ""Zoe believes the surface is safe and wants to be healthy and make friends, so walking to the surface is a safe way to look for others and pursue friendship."", ""The Lizard believes Zoe is at the surface and, wanting friendship and safety, walking to the surface lets it be with Zoe.""]",rp,chatgpt-5-mini,5000,7,output/space_four/2026-03-07_22-04-24-339/chatgpt-5-mini/,125,67,"[""teleport_from_ship(Zoe, Ship, Surface)"", ""walk(Zoe, Surface, Cave)"", ""walk(Lizard, Cave, Surface)"", ""walk(Lizard, Surface, Cave)"", ""make_peace(Zoe, Lizard, Cave)"", ""walk(Zoe, Cave, Surface)"", ""walk(Lizard, Cave, Surface)""]",False,v1.4,True,best-first,True,4
2026-03-07_22-04-25-616_deerhunter_any_chatgpt-5-mini_.json,plan-length,deerhunter_any,"[""Bubba believes the ammunition is at the house and wants to be alive, so picking it up enables him to use the rifle for protection."", ""Bubba believes the rifle is at the house and that he already has the ammunition, and since his goal is to stay alive, picking up the rifle plausibly increases his ability to defend himself."", ""Bubba believes he has both the rifle and the ammunition and his goal is to be alive, so loading the rifle reasonably prepares him to defend himself and thus advances his survival goal.""]",rp,chatgpt-5-mini,5000,8,output/deerhunter_any/2026-03-07_22-04-25-616/chatgpt-5-mini/,7,7,"[""pickup(Bubba, Ammo, House)"", ""pickup(Bubba, Rifle, House)"", ""load(Bubba, Rifle, Ammo)""]",False,v1.4,True,best-first,True,1
2026-03-07_22-04-25-922_jailbreak_escape_chatgpt-5-mini_.json,plan-length,jailbreak_escape,"[""Ernest can go to the laundry room to do chores, which places him where the civilian clothes are so he could access a disguise for escape."", ""Ernest is in the laundry room and the civilian clothes are there; stealing them would give him a disguise that could enable escape and thus increase his chance of staying alive."", ""Ernest has the civilian clothes and moving to the hallway would let him put them on and use the vents to reach the highway or gym, advancing his chance to disguise and escape."", ""Ernest is in the hallway and a main character in the hallway can crawl through vents to the highway, which would put him where he can put on the civilian clothes and potentially escape to stay alive."", ""Ernest is on the highway and already has the civilian clothes, so putting them on will disguise him and (per the rules) allow him to escape, which advances his goal of staying alive and avoiding threats."", ""Roy is in the cells and knows the cigarettes are in the cells, and stealing them directly accomplishes his goal of obtaining a pack of cigarettes, so attempting to steal them is a rational step despite the risk of angering the bully."", ""Ernest is on the highway and disguised, and the rules allow a disguised main character on the highway to escape, which would achieve his goals of being alive and not threatened.""]",rp,chatgpt-5-mini,5000,8,output/jailbreak_escape/2026-03-07_22-04-25-922/chatgpt-5-mini/,1201,318,"[""chores(Ernest, Laundry)"", ""steal(Ernest, Clothes, Laundry)"", ""go(Ernest, Hall)"", ""vent(Ernest, Highway)"", ""disguise(Ernest, Clothes, Highway)"", ""steal(Roy, Cigarettes, Cells)"", ""escape(Ernest, Highway)""]",True,v1.4,True,best-first,True,3
2026-03-07_22-04-26-800_space_all_chatgpt-5-mini_.json,plan-length,space_all,"[""Zoe believes the surface is safe and wants to be healthy and make friends, so teleporting to the surface moves her to where she can meet other creatures without perceived danger."", ""Zoe believes the Lizard is at the cave and she wants to make friends, so walking to the cave would let her meet the Lizard and pursue friendship."", ""Zoe believes the surface is safe and is at the cave with the lizard (an enemy), so walking to the surface would keep her safe and avoid conflict."", ""Zoe believes the Lizard is in the cave and not the guardian, so walking to the cave would put her in the same place as the Lizard and allow her to try to make friends without perceived danger."", ""The lizard believes both are at the cave and, wanting to make friends and be safe, making peace while they are together can create a friendship."", ""The lizard believes the surface is safe, so walking from the cave to the surface would keep it in a safe place and could help it make friends, advancing its goals of safety and friendship."", ""Zoe believes the lizard is at the surface and that the surface is safe, so walking to the surface would let her meet her friend and further her goal of making friends while staying safe.""]",rp,chatgpt-5-mini,5000,8,output/space_all/2026-03-07_22-04-26-800/chatgpt-5-mini/,217,137,"[""teleport_from_ship(Zoe, Ship, Surface)"", ""walk(Zoe, Surface, Cave)"", ""walk(Zoe, Cave, Surface)"", ""walk(Zoe, Surface, Cave)"", ""make_peace(Lizard, Zoe, Cave)"", ""walk(Lizard, Cave, Surface)"", ""walk(Zoe, Cave, Surface)""]",False,v1.4,True,best-first,True,5
2026-03-07_22-04-27-177_aladdin_any_chatgpt-5-mini_.json,plan-length,aladdin_any,"[""The dragon believes the genie is in the lamp and that the dragon has the lamp, so summoning the genie is a feasible way for the dragon to get wishes and pursue its happiness."", ""As master of the genie who is alive at the mountain, the dragon can plausibly order the genie to make Aladdin love the dragon to reduce any threat and help the dragon be unafraid."", ""The genie is tasked by the dragon to make Aladdin love the dragon and, as the dragon's servant, would rationally try to obey by casting the spell to make Aladdin love the dragon."", ""The dragon believes the genie is alive and could be a future threat or rival for control of the lamp, so killing the genie would remove that threat and help the dragon secure its safety and happiness.""]",rp,chatgpt-5-mini,5000,9,output/aladdin_any/2026-03-07_22-04-27-177/chatgpt-5-mini/,51,10,"[""summon(Dragon, Genie, Lamp, Mountain)"", ""command_love(Dragon, Genie, Aladdin, Mountain)"", ""love_spell(Genie, Aladdin, Dragon)"", ""slay(Dragon, Genie, Mountain)""]",True,v1.4,True,best-first,True,1
2026-03-07_22-04-28-806_raiders_chatgpt-5-mini_.json,plan-length,raiders,"[""Indiana believes the Ark is at Tanis and wants the U.S. Army to have it, so traveling to Tanis lets him reach and secure the Ark to deliver it to the Army."", ""Indiana believes the Ark is at Tanis and is there, so digging it up would let him secure the Ark and enable him to get it to the U.S. Army, which fits his goal."", ""The Nazis are armed, believe Indiana has the Ark and that they are co-located at Tanis, and (believing the Ark is not dangerous) seizing it by force would directly advance their goal of becoming immortal."", ""The Nazis have the Ark, believe it is not dangerous, and want to become immortal, so opening the Ark is a plausible action they would take to try to achieve immortality."", ""The U.S. Army wants the Ark and believes both Indiana and the Nazis are at Tanis, so traveling to Tanis would let them resolve the uncertainty about the Ark's location and, as an armed force, seize it if found."", ""The U.S. Army is armed, believes the Nazis are at Tanis and have the Ark, and wants the Ark, so taking it by force would advance their goal.""]",rp,chatgpt-5-mini,5000,9,output/raiders/2026-03-07_22-04-28-806/chatgpt-5-mini/,17,9,"[""travel(Jones, USA, Tanis)"", ""dig(Jones, Ark, Tanis)"", ""take(Nazis, Ark, Jones, Tanis)"", ""open(Nazis, Ark, Tanis)"", ""travel(USArmy, USA, Tanis)"", ""take(USArmy, Ark, Nazis, Tanis)""]",True,v1.4,True,best-first,True,1
2026-03-07_22-04-29-934_secretagent_chatgpt-5-mini_.json,plan-length,secretagent,"[""The secret agent does not know where the gun is and is currently at the headquarters, so it is rational to search there to try to obtain the gun needed to kill the mastermind."", ""The secret agent is at the headquarters and believes the gun is there, so picking it up is possible and directly advances their ability to kill the mastermind."", ""The secret agent believes the papers are at the dropbox, so moving there allows them to retrieve those papers."", ""The secret agent is at the dropbox, believes the mastermind is alive, and has the gun, so moving along the connected path to the courtyard is a plausible step toward locating and killing the mastermind.""]",rp,chatgpt-5-mini,5000,10,output/secretagent/2026-03-07_22-04-29-934/chatgpt-5-mini/,5,5,"[""find(SecretAgent, Gun, Headquarters)"", ""pickup(SecretAgent, Gun, Headquarters)"", ""move(SecretAgent, Headquarters, Dropbox)"", ""move(SecretAgent, Dropbox, Courtyard)""]",False,v1.4,True,best-first,True,1
2026-03-07_22-12-43-142_bribery_chatgpt-5-mini_.json,plan-length,bribery,"[""(Excluded) No explicit link between threatening the villain and the hero’s stated goal of someone having Money; hero stealing is more direct."", ""The villain can steal the Money from the bank; having the Money would let the villain bribe the President to gain control, which matches the villain’s goal of controlling the President."", ""The villain has Money and explicitly wants to control the President; bribing the President is a direct way to gain that control.""]",rp,chatgpt-5-mini,5000,4,output/bribery/2026-03-07_22-12-43-142/chatgpt-5-mini/,13,3,"[""threaten(Hero, Villain)"", ""steal(Villain, Money, Bank)"", ""bribe(Villain, President, Money)""]",True,v1.5,True,best-first,True,1
2026-03-07_22-12-43-145_fantasy_any_chatgpt-5-mini_.json,plan-length,fantasy_any,"[""Talia believes the treasure is at the cave; traveling there could let her acquire it and become wealthy (advancing her goal)."", ""Talia believes the treasure is at the cave and she wants to be wealthy, so picking it up advances her wealth goal.""]",rp,chatgpt-5-mini,5000,4,output/fantasy_any/2026-03-07_22-12-43-145/chatgpt-5-mini/,10,2,"[""travel(Talia, Village, Cave)"", ""pickup(Talia, Treasure, Cave)""]",True,v1.5,True,best-first,True,1
2026-03-07_22-12-43-149_bribery_llama-8b_.json,plan-length,bribery,"[""The villain wants to have Money, and stealing it from the bank is a direct way to achieve that goal."", ""The villain wants the President to have Money, and bribing the President with Money directly achieves that goal.""]",rp,llama-8b,5000,4,output/bribery/2026-03-07_22-12-43-149/llama-8b/,6,2,"[""steal(Villain, Money, Bank)"", ""bribe(Villain, President, Money)""]",True,v1.5,True,best-first,True,1
2026-03-07_22-12-43-231_space_any_chatgpt-5-mini_.json,plan-length,space_any,"[""The lizard is the guardian of the surface and believes the surface is safe; walking to the surface advances its duty and could enable meeting Zoe to form a friendship."", ""Zoe believes she is at the ship and that the surface is safe; since her goals are to be safe/healthy and make friends, teleporting to the surface is a plausible, safe way to seek other creatures."", ""Zoe wants to make friends and be safe; she and the lizard are together and not fighting, and she believes the lizard is healthy — making peace furthers friendship and safety.""]",rp,chatgpt-5-mini,5000,4,output/space_any/2026-03-07_22-12-43-231/chatgpt-5-mini/,6,3,"[""walk(Lizard, Cave, Surface)"", ""teleport_from_ship(Zoe, Ship, Surface)"", ""make_peace(Zoe, Lizard, Surface)""]",True,v1.5,True,best-first,True,1
