file,cost,domain,explainations,heuristic,llm,maxNodes,maxPlanLength,nodeResultDirectory,nodesExpanded,nodesVisited,plan,planFound,promptVersion,saveNodeResults,search,useCache,utility
2026-03-09_18-09-14-817_basketball_any_llama-8b_.json,plan-length,basketball_any,"[""Charlie believes he is downtown and wants Alice to be dead, so traveling from downtown to Bob's house makes sense."", ""Bob believes that traveling to the basketball court will allow him to play basketball and let off steam, which will help him achieve his goal of everyone being happy."", ""Charlie believes they are at Bob's house and wants to be near the bat, so traveling to the basketball court makes sense."", ""Bob believes Bob is at the basketball court and wants everyone to be happy, so playing basketball with Charlie could help Bob achieve their goal.""]",rp,llama-8b,5000,5,output/basketball_any/2026-03-09_18-09-14-817/llama-8b/,79,15,"[""travel(Charlie, Downtown, HomeB)"", ""travel(Bob, HomeB, BasketballCourt)"", ""travel(Charlie, HomeB, BasketballCourt)"", ""play_basketball(Bob, Charlie, BasketballCourt)""]",True,v1.7,True,best-first,True,1
2026-03-09_18-09-16-035_space_two_llama-8b_.json,plan-length,space_two,"[""The Lizard believes that the surface being safe is a prerequisite for being healthy and safe, so they should respond to the eruption if it happens."", ""The Lizard believes the surface is safe, so the eruption doesn't necessarily pose a danger to them, but it could create an opportunity for them to interact with Zoe."", ""The Lizard believes that walking from the cave to the surface will allow them to assess the situation and potentially interact with Zoe.""]",rp,llama-8b,5000,5,output/space_two/2026-03-09_18-09-16-035/llama-8b/,15,5,"[""begin_erupt(Surface)"", ""erupt(Surface)"", ""walk(Lizard, Cave, Surface)""]",True,v1.7,True,best-first,True,2
2026-03-09_18-09-17-031_space_three_llama-8b_.json,plan-length,space_three,"[""The Lizard believes that the surface erupting will pose a danger to Zoe and herself, and taking action to prevent or respond to the eruption makes sense."", ""Zoe believes teleporting to the surface will allow her to assess the situation and potentially help the Lizard, which aligns with her goal of being healthy and safe."", ""The lizard believes that the lizard is at the cave and that the lizard can walk from the cave to the surface, which would allow the lizard to protect the surface."", ""The lizard believes that making peace with Zoe will help her achieve her goal of making friends with other creatures.""]",rp,llama-8b,5000,5,output/space_three/2026-03-09_18-09-17-031/llama-8b/,25,11,"[""begin_erupt(Surface)"", ""teleport_from_ship(Zoe, Ship, Surface)"", ""walk(Lizard, Cave, Surface)"", ""make_peace(Lizard, Zoe, Surface)""]",True,v1.7,True,best-first,True,3
2026-03-09_18-09-17-943_gramma_any_llama-8b_.json,plan-length,gramma_any,"[""The hero believes that being at the crossroads will allow him to see the merchant and the bandit, which will help him achieve his goal of being at the cottage carrying the medicine."", ""The bandit believes she is at the camp and wants to be at the crossroads, so walking to the crossroads makes sense."", ""The bandit believes the hero is at the crossroads and wants to be carrying the hero's coin, so attacking the hero makes sense.""]",rp,llama-8b,5000,5,output/gramma_any/2026-03-09_18-09-17-943/llama-8b/,20,4,"[""walk(Tom, Cottage, Crossroads)"", ""walk(Bandit, Camp, Crossroads)"", ""attack(Bandit, Tom, Crossroads)""]",True,v1.7,True,best-first,True,1
2026-03-09_18-09-19-151_hospital_any_llama-8b_.json,plan-length,hospital_any,"[""Jones believes walking to an exam room will help Jones become healthy, which aligns with Jones' goal of being alive and healthy."", ""Dr. Hathaway believes that admitting Jones to Patient Room A will allow them to assess Jones, who is experiencing Fever, and potentially treat them."", ""Dr. Hathaway believes that treating Jones with antibiotics will cure Jones' disease, which is a goal for Dr. Hathaway.""]",rp,llama-8b,5000,6,output/hospital_any/2026-03-09_18-09-19-151/llama-8b/,18,3,"[""walk(Jones, Admissions, PatientRoomA)"", ""admit(Hathaway, Jones, PatientRoomA)"", ""treat(Hathaway, Jones, TreatmentA, PatientRoomA)""]",True,v1.7,True,best-first,True,1
2026-03-09_18-09-20-152_jailbreak_lose_llama-8b_.json,plan-length,jailbreak_lose,"[""The prisoners need to rest, and going to sleep is a necessary action."", ""Roy believes doing chores is a daily routine and will help him avoid punishment."", ""The bully believes that going to the gym is a way to spend time and achieve his goal of being in the gym."", ""Roy wants to have a set of civilian clothes, and stealing them from the laundry room would achieve this goal."", ""Roy believes going to the hall will allow him to move around the prison and potentially interact with other characters."", ""Roy believes that being thwarted in the hall will resolve uncertainty blocking his goal of being alive, as he will be killed and his goal will be achieved.""]",rp,llama-8b,5000,6,output/jailbreak_lose/2026-03-09_18-09-20-152/llama-8b/,1396,303,"[""next_day()"", ""chores(Roy, Laundry)"", ""recreation(Bully, Gym)"", ""steal(Roy, Clothes, Laundry)"", ""go(Roy, Hall)"", ""thwart(Roy, Hall)""]",True,v1.7,True,best-first,True,1
2026-03-09_18-09-37-520_space_three_chatgpt-5-mini_.json,plan-length,space_three,"[""The lizard believes the surface is safe and can walk there from the cave, and going to the surface would let it guard the area and potentially meet others, supporting its goals of safety and friendship."", ""Zoe believes the surface is safe and that the Lizard is in the cave, so teleporting to the surface is a safe move that could let her meet others and pursue friendship."", ""Zoe and the Lizard are together on the surface and not fighting, and because Zoe wants to make friends, making peace is a plausible way to turn their enmity into friendship.""]",rp,chatgpt-5-mini,5000,5,output/space_three/2026-03-09_18-09-37-520/chatgpt-5-mini/,7,3,"[""walk(Lizard, Cave, Surface)"", ""teleport_from_ship(Zoe, Ship, Surface)"", ""make_peace(Zoe, Lizard, Surface)""]",True,v1.7,True,best-first,True,3
2026-03-09_18-09-55-248_gramma_any_chatgpt-5-mini_.json,plan-length,gramma_any,"[""The hero believes the merchant (who has the medicine) is at the market and must travel via the crossroads, so walking to the crossroads moves him toward retrieving the medicine."", ""The bandit believes the hero is at the crossroads and can walk there via the path from the camp to try to intercept the hero and gain coins."", ""The bandit believes the hero is at the crossroads and that the hero has a coin, and since the bandit is armed while the hero is unarmed, attacking could let the bandit acquire the hero's coin.""]",rp,chatgpt-5-mini,5000,5,output/gramma_any/2026-03-09_18-09-55-248/chatgpt-5-mini/,29,6,"[""walk(Tom, Cottage, Crossroads)"", ""walk(Bandit, Camp, Crossroads)"", ""attack(Bandit, Tom, Crossroads)""]",True,v1.7,True,best-first,True,1
2026-03-09_18-10-45-046_hospital_any_chatgpt-5-mini_.json,plan-length,hospital_any,"[""Dr. Hathaway believes Jones is in Admissions and is at Patient Room A, so admitting Jones to Patient Room A assigns him for examination and advances treatment."", ""Jones believes they are assigned to Patient Room A and that Dr. Hathaway is at Patient Room A, so walking there would let the doctor assess and treat Jones to become healthy."", ""Dr. Hathaway is in Jones's assigned exam room, wants all patients healthy, and does not know Jones's symptoms, so assessing Jones will reveal the symptom and enable correct treatment."", ""Dr. Hathaway believes Jones is experiencing Fever and that antibiotics treat Fever (Flaze), so treating Jones with antibiotics should make Jones healthy and reduce workload.""]",rp,chatgpt-5-mini,5000,6,output/hospital_any/2026-03-09_18-10-45-046/chatgpt-5-mini/,42,5,"[""admit(Hathaway, Jones, PatientRoomA)"", ""walk(Jones, Admissions, PatientRoomA)"", ""assess(Hathaway, Jones, SymptomA, PatientRoomA)"", ""treat(Hathaway, Jones, TreatmentA, PatientRoomA)""]",True,v1.7,True,best-first,True,1
2026-03-09_18-11-29-024_jailbreak_lose_chatgpt-5-mini_.json,plan-length,jailbreak_lose,"[""The bully can go to the gym for recreation, which directly satisfies his stated desire to spend time in the gym and is something he believes he can do."", ""Roy believes the cigarettes are in the cells where he is, and stealing them would give him the pack of cigarettes he wants."", ""Because Roy currently has the cigarettes, a guard could confiscate them and punish Roy by assigning gym-cleaning, which removes the contraband and disciplines a prisoner."", ""The bully believes Roy is in the gym and wants to kill those he has threatened, and since the bully can kill a main character in any room except the cell block, killing Roy in the gym directly advances the bully's goal.""]",rp,chatgpt-5-mini,5000,6,output/jailbreak_lose/2026-03-09_18-11-29-024/chatgpt-5-mini/,327,81,"[""recreation(Bully, Gym)"", ""steal(Roy, Cigarettes, Cells)"", ""confiscate(Roy, Cigarettes, Cells, Gym)"", ""kill(Bully, Roy, Gym)""]",True,v1.7,True,best-first,True,1
2026-03-09_18-13-42-396_treasure_chatgpt-5-mini_.json,plan-length,treasure,"[""Both Hawkins and Silver want the buried treasure, and since they are at Port Royal, sailing to the island moves them closer to the treasure and thus advances their goals."", ""Hawkins knows the treasure is buried on the island and believes digging it up will let him obtain it, so digging directly advances his goal."", ""Silver is at the island and believes the treasure is there; taking it would directly advance his goal of obtaining the treasure.""]",rp,chatgpt-5-mini,5000,6,output/treasure/2026-03-09_18-13-42-396/chatgpt-5-mini/,5,3,"[""sail()"", ""dig()"", ""take(Silver, Treasure)""]",False,v1.7,True,best-first,True,1
2026-03-09_18-15-09-759_lovers_chatgpt-5-mini_.json,plan-length,lovers,"[""Casey believes Blake is in the bathroom and wants the jewelry that Blake has, so moving to the bathroom lets Casey try to obtain the jewelry."", ""Blake has the jewelry and Casey has the flowers and Blake believes Casey wants the jewelry while Alex wants the flowers, so trading jewelry for flowers in the bathroom would give Casey what they want and give Blake the flowers he can use to make Alex happy."", ""Alex believes Blake is in the bathroom and believes the jewelry are with Blake and that Casey wants the jewelry, so Alex would go to the bathroom to try to get the jewelry to make Casey happy."", ""Blake believes Alex wants the flowers and is in the same room holding them, so giving the flowers to Alex would make Alex happy, which Blake wants.""]",rp,chatgpt-5-mini,5000,7,output/lovers/2026-03-09_18-15-09-759/chatgpt-5-mini/,86,15,"[""move(C3, R22, R12)"", ""trade(C2, I3, C3, I1, R12)"", ""move(C1, R11, R12)"", ""give(C2, I1, C1, R12)""]",True,v1.7,True,best-first,True,1
2026-03-09_18-17-13-456_treasure_llama-8b_.json,plan-length,treasure,"[""Silver believes the treasure is somewhere and sailing to the island will help him achieve his goal of finding the treasure."", ""Hawkins spreads a rumor that the treasure is buried on the island because he wants Silver to believe this, which will help him achieve his goal of getting the treasure."", ""Hawkins believes the treasure is buried and digging it up will allow him to take it, which is his goal."", ""Silver believes the treasure is at the island and is already dug up, so taking it makes sense.""]",rp,llama-8b,5000,6,output/treasure/2026-03-09_18-17-13-456/llama-8b/,14,8,"[""sail()"", ""rumor()"", ""dig()"", ""take(Silver, Treasure)""]",False,v1.7,True,best-first,True,1
2026-03-09_18-17-19-660_gramma_win_llama-8b_.json,plan-length,gramma_win,"[""The merchant believes that being at the crossroads will allow her to see the hero and the bandit, which will help her achieve her goal of getting as many coins as she can without becoming a criminal."", ""The merchant believes she is at the crossroads and wants to be at the cottage, so walking to the cottage makes sense."", ""The hero believes the merchant has the medicine and wants to be at the cottage with the medicine, so buying the medicine from the merchant makes sense.""]",rp,llama-8b,5000,7,output/gramma_win/2026-03-09_18-17-19-660/llama-8b/,70,14,"[""walk(Merchant, Market, Crossroads)"", ""walk(Merchant, Crossroads, Cottage)"", ""buy(Tom, Medicine, TomCoin, Cottage)""]",True,v1.7,True,best-first,True,2
2026-03-09_18-17-53-523_lovers_llama-8b_.json,plan-length,lovers,"[""Alex believes that Blake is in the bathroom and wants to be happy, so moving to the bathroom makes sense."", ""Blake believes that giving jewelry to Alex will not help achieve the goal of getting chocolates, and might even make it harder to get chocolates."", ""Alex believes that moving to the living room will allow Alex to see Casey and potentially get the flowers."", ""Alex believes that trading jewelry with Casey will give them the flowers they want.""]",rp,llama-8b,5000,7,output/lovers/2026-03-09_18-17-53-523/llama-8b/,221,26,"[""move(C1, R11, R12)"", ""give(C2, I3, C1, R12)"", ""move(C1, R12, R22)"", ""trade(C1, I3, C3, I1, R22)""]",True,v1.7,True,best-first,True,1
2026-03-09_18-31-52-601_space_four_chatgpt-5-mini_.json,plan-length,space_four,"[""Zoe believes the surface is safe and can teleport there from the ship, so going to the surface is a plausible, safe step toward exploring and pursuing friendships."", ""Zoe believes the lizard is in the cave and wants to make friends, so walking to the cave would let her meet the lizard and attempt friendship while the planet is safe."", ""Zoe believes the surface is safe and she wants to be healthy and safe, so walking from the cave to the surface moves her to a location she believes will keep her safe."", ""Zoe believes the Lizard is at the cave and wants to make friends, so walking to the cave will put her in the same location to meet the Lizard."", ""The lizard wants to make friends and is co-located with Zoe while they are not fighting, so making peace would help it form a friendship and increase safety."", ""The lizard believes the surface is safe and it wants to stay healthy and safe and make friends, so walking to the surface moves it to a place it believes is safe and could help it meet others."", ""Zoe believes the lizard is at the surface and that the surface is safe, so walking there would reunite her with the lizard and help her make friends while staying safe.""]",rp,chatgpt-5-mini,5000,7,output/space_four/2026-03-09_18-31-52-601/chatgpt-5-mini/,146,79,"[""teleport_from_ship(Zoe, Ship, Surface)"", ""walk(Zoe, Surface, Cave)"", ""walk(Zoe, Cave, Surface)"", ""walk(Zoe, Surface, Cave)"", ""make_peace(Lizard, Zoe, Cave)"", ""walk(Lizard, Cave, Surface)"", ""walk(Zoe, Cave, Surface)""]",False,v1.7,True,best-first,True,4
